X-Axis,10x Region 3
 1.13979E+03, 3.62763E+03
 1.14150E+03, 3.62689E+03
 1.14321E+03, 3.62345E+03
 1.14491E+03, 3.62361E+03
 1.14662E+03, 3.62011E+03
 1.14833E+03, 3.62058E+03
 1.15004E+03, 3.61797E+03
 1.15174E+03, 3.61531E+03
 1.15345E+03, 3.61446E+03
 1.15515E+03, 3.60840E+03
 1.15686E+03, 3.60297E+03
 1.15856E+03, 3.59630E+03
 1.16026E+03, 3.59175E+03
 1.16197E+03, 3.58501E+03
 1.16367E+03, 3.57833E+03
 1.16537E+03, 3.57357E+03
 1.16707E+03, 3.56660E+03
 1.16877E+03, 3.56136E+03
 1.17047E+03, 3.55706E+03
 1.17217E+03, 3.55446E+03
 1.17387E+03, 3.55042E+03
 1.17557E+03, 3.54650E+03
 1.17727E+03, 3.54557E+03
 1.17896E+03, 3.54434E+03
 1.18066E+03, 3.54317E+03
 1.18236E+03, 3.54089E+03
 1.18405E+03, 3.54086E+03
 1.18575E+03, 3.54073E+03
 1.18744E+03, 3.54094E+03
 1.18913E+03, 3.54079E+03
 1.19083E+03, 3.54126E+03
 1.19252E+03, 3.54166E+03
 1.19421E+03, 3.54148E+03
 1.19590E+03, 3.54233E+03
 1.19759E+03, 3.54377E+03
 1.19928E+03, 3.54507E+03
 1.20097E+03, 3.54461E+03
 1.20266E+03, 3.54697E+03
 1.20435E+03, 3.54774E+03
 1.20604E+03, 3.54840E+03
 1.20772E+03, 3.55035E+03
 1.20941E+03, 3.54995E+03
 1.21110E+03, 3.54965E+03
 1.21278E+03, 3.55053E+03
 1.21447E+03, 3.54949E+03
 1.21615E+03, 3.54752E+03
 1.21783E+03, 3.54704E+03
 1.21952E+03, 3.54733E+03
 1.22120E+03, 3.54665E+03
 1.22288E+03, 3.54678E+03
 1.22456E+03, 3.54733E+03
 1.22624E+03, 3.54923E+03
 1.22792E+03, 3.54886E+03
 1.22960E+03, 3.55034E+03
 1.23128E+03, 3.55153E+03
 1.23296E+03, 3.55322E+03
 1.23464E+03, 3.55590E+03
 1.23632E+03, 3.55732E+03
 1.23799E+03, 3.56021E+03
 1.23967E+03, 3.56128E+03
 1.24135E+03, 3.56344E+03
 1.24302E+03, 3.56718E+03
 1.24470E+03, 3.56801E+03
 1.24637E+03, 3.56838E+03
 1.24804E+03, 3.57051E+03
 1.24972E+03, 3.57155E+03
 1.25139E+03, 3.57243E+03
 1.25306E+03, 3.57384E+03
 1.25473E+03, 3.57601E+03
 1.25640E+03, 3.57515E+03
